Name,Equities,pct,id,Ranking,Sector1,Sector2,Indice
"CI Investments, Inc.",4689837,3.81,ALLIED-PROPERTIES-REAL-ES,2,Financials,Office REITs,S&P/TSX
"The Vanguard Group, Inc.",4508505,3.66,ALLIED-PROPERTIES-REAL-ES,3,Financials,Office REITs,S&P/TSX
"BMO Asset Management, Inc.",4308776,3.5,ALLIED-PROPERTIES-REAL-ES,4,Financials,Office REITs,S&P/TSX
BlackRock Fund Advisors,3622685,2.94,ALLIED-PROPERTIES-REAL-ES,5,Financials,Office REITs,S&P/TSX
"Cohen & Steers Capital Management, Inc.",2251728,1.83,ALLIED-PROPERTIES-REAL-ES,6,Financials,Office REITs,S&P/TSX
"JPMorgan Investment Management, Inc.",1795358,1.46,ALLIED-PROPERTIES-REAL-ES,7,Financials,Office REITs,S&P/TSX
Manulife Investment Management Ltd.,1539495,1.25,ALLIED-PROPERTIES-REAL-ES,8,Financials,Office REITs,S&P/TSX
APG Asset Management NV,1538245,1.25,ALLIED-PROPERTIES-REAL-ES,9,Financials,Office REITs,S&P/TSX
Mackenzie Financial Corp.,1445270,1.17,ALLIED-PROPERTIES-REAL-ES,10,Financials,Office REITs,S&P/TSX
Estate of Adolf H. Lundin,93822698,12.8,LUNDIN-MINING-CORPORATION,1,Basic Materials,Integrated  Mining,S&P/TSX
"CI Investments, Inc.",22650019,3.08,LUNDIN-MINING-CORPORATION,2,Basic Materials,Integrated  Mining,S&P/TSX
"The Vanguard Group, Inc.",18991414,2.58,LUNDIN-MINING-CORPORATION,3,Basic Materials,Integrated  Mining,S&P/TSX
Capital Research & Management Co.,14200000,1.93,LUNDIN-MINING-CORPORATION,4,Basic Materials,Integrated  Mining,S&P/TSX
Capital Research & Management Co. (World Investors),10130700,1.38,LUNDIN-MINING-CORPORATION,5,Basic Materials,Integrated  Mining,S&P/TSX
McKinley Capital Management LLC,8700379,1.18,LUNDIN-MINING-CORPORATION,6,Basic Materials,Integrated  Mining,S&P/TSX
Massachusetts Financial Services Co.,8601977,1.17,LUNDIN-MINING-CORPORATION,7,Basic Materials,Integrated  Mining,S&P/TSX
"Lord, Abbett & Co. LLC",8537332,1.16,LUNDIN-MINING-CORPORATION,8,Basic Materials,Integrated  Mining,S&P/TSX
William Blair Investment Management LLC,8216971,1.12,LUNDIN-MINING-CORPORATION,9,Basic Materials,Integrated  Mining,S&P/TSX
Baillie Gifford & Co.,7573899,1.03,LUNDIN-MINING-CORPORATION,10,Basic Materials,Integrated  Mining,S&P/TSX
Rogers Communications Inc.,10687925,32.7,COGECO-COMMUNICATIONS-INC,1,Consumer Cyclical,Cable Service Providers,S&P/TSX
Fidelity Management & Research Co.,3456911,10.6,COGECO-COMMUNICATIONS-INC,2,Consumer Cyclical,Cable Service Providers,S&P/TSX
"Letko, Brosseau & Associates Inc.",3111827,9.52,COGECO-COMMUNICATIONS-INC,3,Consumer Cyclical,Cable Service Providers,S&P/TSX
"CI Investments, Inc.",1013166,3.1,COGECO-COMMUNICATIONS-INC,4,Consumer Cyclical,Cable Service Providers,S&P/TSX
Fidelity Investments Canada ULC,637510,1.95,COGECO-COMMUNICATIONS-INC,5,Consumer Cyclical,Cable Service Providers,S&P/TSX
Manulife Investment Management Ltd.,590009,1.81,COGECO-COMMUNICATIONS-INC,6,Consumer Cyclical,Cable Service Providers,S&P/TSX
Fidelity (Canada) Asset Management ULC,585378,1.79,COGECO-COMMUNICATIONS-INC,7,Consumer Cyclical,Cable Service Providers,S&P/TSX
BC Investment Management Corp.,444311,1.36,COGECO-COMMUNICATIONS-INC,8,Consumer Cyclical,Cable Service Providers,S&P/TSX
Norges Bank Investment Management,426754,1.31,COGECO-COMMUNICATIONS-INC,9,Consumer Cyclical,Cable Service Providers,S&P/TSX
"Natcan Investment Management, Inc.",422400,1.29,COGECO-COMMUNICATIONS-INC,10,Consumer Cyclical,Cable Service Providers,S&P/TSX
"CI Investments, Inc.",21616815,9.86,KEYERA-CORP,1,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
"RBC Global Asset Management, Inc.",16195820,7.39,KEYERA-CORP,2,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
Capital Research & Management Co. (World Investors),13078078,5.97,KEYERA-CORP,3,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
"CIBC Asset Management, Inc.",8658468,3.95,KEYERA-CORP,4,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
"The Vanguard Group, Inc.",6438328,2.94,KEYERA-CORP,5,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
M&G Investment Management Ltd.,6019748,2.75,KEYERA-CORP,6,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
"BMO Asset Management, Inc.",4653387,2.12,KEYERA-CORP,7,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
Tortoise Capital Advisors LLC,3376215,1.54,KEYERA-CORP,8,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
Franklin Bissett Investment Management,3000713,1.37,KEYERA-CORP,9,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
"Empire Life Investments, Inc.",2970706,1.36,KEYERA-CORP,10,Energy,Oil & Gas Transportation Services - NEC,S&P/TSX
GLC Asset Management Group Ltd.,1053227,3.99,KINAXIS-INC,1,Technology,Enterprise Software,S&P/TSX
Fidelity (Canada) Asset Management ULC,948863,3.59,KINAXIS-INC,2,Technology,Enterprise Software,S&P/TSX
Capital Research & Management Co. (World Investors),830418,3.14,KINAXIS-INC,3,Technology,Enterprise Software,S&P/TSX
Mackenzie Financial Corp.,789594,2.99,KINAXIS-INC,4,Technology,Enterprise Software,S&P/TSX
"The Vanguard Group, Inc.",758366,2.87,KINAXIS-INC,5,Technology,Enterprise Software,S&P/TSX
BC Investment Management Corp.,680214,2.58,KINAXIS-INC,6,Technology,Enterprise Software,S&P/TSX
1832 Asset Management LP,506406,1.92,KINAXIS-INC,7,Technology,Enterprise Software,S&P/TSX
Brown Capital Management LLC,474870,1.8,KINAXIS-INC,8,Technology,Enterprise Software,S&P/TSX
"CIBC Asset Management, Inc.",424053,1.61,KINAXIS-INC,9,Technology,Enterprise Software,S&P/TSX
"RBC Global Asset Management, Inc.",423218,1.6,KINAXIS-INC,10,Technology,Enterprise Software,S&P/TSX
"Jarislowsky, Fraser Ltd.",12653843,11.3,STANTEC-INC,1,Industrials,Construction & Engineering - NEC,S&P/TSX
The Caisse de dépôt et placement du Québec,10902000,9.76,STANTEC-INC,2,Industrials,Construction & Engineering - NEC,S&P/TSX
Mackenzie Financial Corp.,6564449,5.87,STANTEC-INC,3,Industrials,Construction & Engineering - NEC,S&P/TSX
"BlackRock Investments Canada, Inc.",4797964,4.29,STANTEC-INC,4,Industrials,Construction & Engineering - NEC,S&P/TSX
Burgundy Asset Management Ltd.,4181799,3.74,STANTEC-INC,5,Industrials,Construction & Engineering - NEC,S&P/TSX
"QV Investors, Inc.",3448842,3.09,STANTEC-INC,6,Industrials,Construction & Engineering - NEC,S&P/TSX
"The Vanguard Group, Inc.",3179891,2.85,STANTEC-INC,7,Industrials,Construction & Engineering - NEC,S&P/TSX
Pictet Asset Management SA,3179838,2.85,STANTEC-INC,8,Industrials,Construction & Engineering - NEC,S&P/TSX
Impax Asset Management Ltd.,2097733,1.88,STANTEC-INC,9,Industrials,Construction & Engineering - NEC,S&P/TSX
Franklin Bissett Investment Management,2064752,1.85,STANTEC-INC,10,Industrials,Construction & Engineering - NEC,S&P/TSX
Wellington Management Co. LLP,3314890,8.01,BRP-INC,1,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
"CI Investments, Inc.",2866840,6.92,BRP-INC,2,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
AQR Capital Management LLC,1618215,3.91,BRP-INC,3,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
"BMO Asset Management, Inc.",1601258,3.87,BRP-INC,4,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
Manulife Investment Management Ltd.,1313452,3.17,BRP-INC,5,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
Arrowstreet Capital LP,1157615,2.8,BRP-INC,6,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
"The Vanguard Group, Inc.",1135047,2.74,BRP-INC,7,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
José Boisjoli,1012350,2.44,BRP-INC,8,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
"Connor, Clark & Lunn Investment Management Ltd.",999302,2.41,BRP-INC,9,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
Marshall Wace Asia Ltd.,876535,2.12,BRP-INC,10,Consumer Cyclical,Recreational Products - NEC,S&P/TSX
China CITIC Bank Corporation Limited,629343066,52.5,IVANHOE-MINES-LTD,1,Basic Materials,Integrated  Mining,S&P/TSX
"Zijin Mining Group Co., Ltd.",330825272,27.6,IVANHOE-MINES-LTD,2,Basic Materials,Integrated  Mining,S&P/TSX
Robert Friedland,161311316,13.5,IVANHOE-MINES-LTD,3,Basic Materials,Integrated  Mining,S&P/TSX
Fidelity Management & Research Co.,123133185,10.3,IVANHOE-MINES-LTD,4,Basic Materials,Integrated  Mining,S&P/TSX
Rothschild Asset Management SCS,23608972,1.97,IVANHOE-MINES-LTD,5,Basic Materials,Integrated  Mining,S&P/TSX
Skagen AS (Investment Management),22496862,1.88,IVANHOE-MINES-LTD,6,Basic Materials,Integrated  Mining,S&P/TSX
BlackRock Investment Management (UK) Ltd.,21821960,1.82,IVANHOE-MINES-LTD,7,Basic Materials,Integrated  Mining,S&P/TSX
"Invesco Advisers, Inc.",19790000,1.65,IVANHOE-MINES-LTD,8,Basic Materials,Integrated  Mining,S&P/TSX
"The Vanguard Group, Inc.",19347966,1.62,IVANHOE-MINES-LTD,9,Basic Materials,Integrated  Mining,S&P/TSX
Capital Research & Management Co. (Global Investors),11684000,0.98,IVANHOE-MINES-LTD,10,Basic Materials,Integrated  Mining,S&P/TSX
"RBC Global Asset Management, Inc.",38909574,8.91,ELEMENT-FLEET-MANAGEMENT,1,Financials,Corporate Financial Services - NEC,S&P/TSX
Massachusetts Financial Services Co.,30299609,6.94,ELEMENT-FLEET-MANAGEMENT,2,Financials,Corporate Financial Services - NEC,S&P/TSX
"T. Rowe Price Associates, Inc. (Investment Management)",17393771,3.98,ELEMENT-FLEET-MANAGEMENT,3,Financials,Corporate Financial Services - NEC,S&P/TSX
"EdgePoint Investment Group, Inc.",15997698,3.66,ELEMENT-FLEET-MANAGEMENT,4,Financials,Corporate Financial Services - NEC,S&P/TSX
"The Vanguard Group, Inc.",12778401,2.93,ELEMENT-FLEET-MANAGEMENT,5,Financials,Corporate Financial Services - NEC,S&P/TSX
Fidelity (Canada) Asset Management ULC,10454771,2.4,ELEMENT-FLEET-MANAGEMENT,6,Financials,Corporate Financial Services - NEC,S&P/TSX
Manulife Investment Management Ltd.,7763991,1.78,ELEMENT-FLEET-MANAGEMENT,7,Financials,Corporate Financial Services - NEC,S&P/TSX
Dimensional Fund Advisors LP,7154364,1.64,ELEMENT-FLEET-MANAGEMENT,8,Financials,Corporate Financial Services - NEC,S&P/TSX
"QV Investors, Inc.",6302914,1.44,ELEMENT-FLEET-MANAGEMENT,9,Financials,Corporate Financial Services - NEC,S&P/TSX
Norges Bank Investment Management,5832713,1.34,ELEMENT-FLEET-MANAGEMENT,10,Financials,Corporate Financial Services - NEC,S&P/TSX
MFS Investment Management Canada Ltd.,21275010,10.7,GILDAN-ACTIVEWEAR-INC,1,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
"Jarislowsky, Fraser Ltd.",18007390,9.06,GILDAN-ACTIVEWEAR-INC,2,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Pzena Investment Management LLC,13749728,6.92,GILDAN-ACTIVEWEAR-INC,3,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
The Caisse de dépôt et placement du Québec,11822000,5.95,GILDAN-ACTIVEWEAR-INC,4,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Cooke & Bieler LP,9424625,4.74,GILDAN-ACTIVEWEAR-INC,5,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Janus Capital Management LLC,8706034,4.38,GILDAN-ACTIVEWEAR-INC,6,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Great-West Capital Management LLC,8320736,4.19,GILDAN-ACTIVEWEAR-INC,7,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Fidelity Management & Research Co.,8004722,4.03,GILDAN-ACTIVEWEAR-INC,8,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
Brandywine Global Investment Management (Canada) ULC,5828000,2.93,GILDAN-ACTIVEWEAR-INC,9,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
"The Vanguard Group, Inc.",5764707,2.9,GILDAN-ACTIVEWEAR-INC,10,Consumer Cyclical,Apparel & Accessories - NEC,S&P/TSX
"QV Investors, Inc.",27351846,9.79,ALTAGAS-LTD,1,Utilities,Multiline Utilities,S&P/TSX
"RBC Global Asset Management, Inc.",18733713,6.7,ALTAGAS-LTD,2,Utilities,Multiline Utilities,S&P/TSX
"CI Investments, Inc.",10618312,3.8,ALTAGAS-LTD,3,Utilities,Multiline Utilities,S&P/TSX
"The Vanguard Group, Inc.",8310453,2.97,ALTAGAS-LTD,4,Utilities,Multiline Utilities,S&P/TSX
Massachusetts Financial Services Co.,7368825,2.64,ALTAGAS-LTD,5,Utilities,Multiline Utilities,S&P/TSX
Dimensional Fund Advisors LP,5555933,1.99,ALTAGAS-LTD,6,Utilities,Multiline Utilities,S&P/TSX
"CIBC Asset Management, Inc.",4669939,1.67,ALTAGAS-LTD,7,Utilities,Multiline Utilities,S&P/TSX
Norges Bank Investment Management,3427233,1.23,ALTAGAS-LTD,8,Utilities,Multiline Utilities,S&P/TSX
Fidelity Management & Research Co.,3231333,1.16,ALTAGAS-LTD,9,Utilities,Multiline Utilities,S&P/TSX
"TD Asset Management, Inc.",3018491,1.08,ALTAGAS-LTD,10,Utilities,Multiline Utilities,S&P/TSX
Sentgraf Enterprises Ltd.,26258236,25.9,ATCO-LTD,1,Utilities,Multiline Utilities,S&P/TSX
"RBC Global Asset Management, Inc.",7464793,7.36,ATCO-LTD,2,Utilities,Multiline Utilities,S&P/TSX
"BMO Asset Management, Inc.",3086713,3.04,ATCO-LTD,3,Utilities,Multiline Utilities,S&P/TSX
"QV Investors, Inc.",2681322,2.64,ATCO-LTD,4,Utilities,Multiline Utilities,S&P/TSX
Franklin Bissett Investment Management,2356713,2.32,ATCO-LTD,5,Utilities,Multiline Utilities,S&P/TSX
"The Vanguard Group, Inc.",2292379,2.26,ATCO-LTD,6,Utilities,Multiline Utilities,S&P/TSX
Lazard Asset Management Pacific Co.,2140389,2.11,ATCO-LTD,7,Utilities,Multiline Utilities,S&P/TSX
"CIBC Asset Management, Inc.",1871552,1.84,ATCO-LTD,8,Utilities,Multiline Utilities,S&P/TSX
"TD Asset Management, Inc.",1732362,1.71,ATCO-LTD,9,Utilities,Multiline Utilities,S&P/TSX
"ATB Investment Management, Inc.",966794,0.95,ATCO-LTD,10,Utilities,Multiline Utilities,S&P/TSX
Van Eck Associates Corp.,34625075,8.85,ALAMOS-GOLD-INC,1,Basic Materials,Gold Mining,S&P/TSX
Renaissance Technologies LLC,13201471,3.37,ALAMOS-GOLD-INC,2,Basic Materials,Gold Mining,S&P/TSX
"Waterton Global Resource Management, Inc.",11830224,3.02,ALAMOS-GOLD-INC,3,Basic Materials,Gold Mining,S&P/TSX
"Beutel, Goodman & Co. Ltd.",11286983,2.88,ALAMOS-GOLD-INC,4,Basic Materials,Gold Mining,S&P/TSX
"The Vanguard Group, Inc.",11106875,2.84,ALAMOS-GOLD-INC,5,Basic Materials,Gold Mining,S&P/TSX
Sprott Asset Management LP,10500269,2.68,ALAMOS-GOLD-INC,6,Basic Materials,Gold Mining,S&P/TSX
Tocqueville Asset Management LP,9410320,2.41,ALAMOS-GOLD-INC,7,Basic Materials,Gold Mining,S&P/TSX
"Franklin Advisers, Inc.",9066405,2.32,ALAMOS-GOLD-INC,8,Basic Materials,Gold Mining,S&P/TSX
"Sprott Asset Management USA, Inc.",8404341,2.15,ALAMOS-GOLD-INC,9,Basic Materials,Gold Mining,S&P/TSX
Fidelity (Canada) Asset Management ULC,8003252,2.05,ALAMOS-GOLD-INC,10,Basic Materials,Gold Mining,S&P/TSX
PRIMECAP Management Co.,66998362,12.1,BLACKBERRY-LIMITED,1,Technology,Software - NEC,S&P/TSX
Hamblin Watsa Investment Counsel Ltd.,46724700,8.43,BLACKBERRY-LIMITED,2,Technology,Software - NEC,S&P/TSX
Ontario Teachers' Pension Plan Board,19392446,3.5,BLACKBERRY-LIMITED,3,Technology,Software - NEC,S&P/TSX
"The Vanguard Group, Inc.",14176855,2.56,BLACKBERRY-LIMITED,4,Technology,Software - NEC,S&P/TSX
Franklin Mutual Advisers LLC,12742243,2.3,BLACKBERRY-LIMITED,5,Technology,Software - NEC,S&P/TSX
Point72 Asset Management LP,11241055,2.03,BLACKBERRY-LIMITED,6,Technology,Software - NEC,S&P/TSX
Third Point LLC,10000000,1.8,BLACKBERRY-LIMITED,7,Technology,Software - NEC,S&P/TSX
MAK Capital One LLC,8608949,1.55,BLACKBERRY-LIMITED,8,Technology,Software - NEC,S&P/TSX
Davide Leone & Partners LLP,8463064,1.53,BLACKBERRY-LIMITED,9,Technology,Software - NEC,S&P/TSX
Bain Capital Public Equity LP,8079271,1.46,BLACKBERRY-LIMITED,10,Technology,Software - NEC,S&P/TSX
Capital Research & Management Co. (World Investors),1038851,5.14,BOYD-GROUP-SERVICES-INC,1,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
GLC Asset Management Group Ltd.,888803,4.4,BOYD-GROUP-SERVICES-INC,2,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
Capital Research & Management Co. (Global Investors),604655,2.99,BOYD-GROUP-SERVICES-INC,3,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
"The Vanguard Group, Inc.",589796,2.92,BOYD-GROUP-SERVICES-INC,4,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
Mawer Investment Management Ltd.,566309,2.8,BOYD-GROUP-SERVICES-INC,5,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
Fidelity Management & Research Co.,466153,2.31,BOYD-GROUP-SERVICES-INC,6,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
Massachusetts Financial Services Co.,359992,1.78,BOYD-GROUP-SERVICES-INC,7,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
"CI Investments, Inc.",338943,1.68,BOYD-GROUP-SERVICES-INC,8,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
Fiera Capital Corp. (Investment Management),256973,1.27,BOYD-GROUP-SERVICES-INC,9,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
BC Investment Management Corp.,251932,1.25,BOYD-GROUP-SERVICES-INC,10,Consumer Non-Cyclical,Consumer Repair Services,S&P/TSX
George Weston Limited,50821153,16.4,CHOICE-PROPERTIES-REAL-ES,1,Financials,Commercial REITs - NEC,S&P/TSX
"RBC Global Asset Management, Inc.",31511362,10.2,CHOICE-PROPERTIES-REAL-ES,2,Financials,Commercial REITs - NEC,S&P/TSX
"CI Investments, Inc.",15088498,4.86,CHOICE-PROPERTIES-REAL-ES,3,Financials,Commercial REITs - NEC,S&P/TSX
"The Vanguard Group, Inc.",9594254,3.09,CHOICE-PROPERTIES-REAL-ES,4,Financials,Commercial REITs - NEC,S&P/TSX
Mackenzie Financial Corp.,9011792,2.9,CHOICE-PROPERTIES-REAL-ES,5,Financials,Commercial REITs - NEC,S&P/TSX
"BMO Asset Management, Inc.",8152967,2.63,CHOICE-PROPERTIES-REAL-ES,6,Financials,Commercial REITs - NEC,S&P/TSX
BlackRock Fund Advisors,7527641,2.42,CHOICE-PROPERTIES-REAL-ES,7,Financials,Commercial REITs - NEC,S&P/TSX
"CIBC Asset Management, Inc.",7057064,2.27,CHOICE-PROPERTIES-REAL-ES,8,Financials,Commercial REITs - NEC,S&P/TSX
Mawer Investment Management Ltd.,5649402,1.82,CHOICE-PROPERTIES-REAL-ES,9,Financials,Commercial REITs - NEC,S&P/TSX
1832 Asset Management LP,3007914,0.97,CHOICE-PROPERTIES-REAL-ES,10,Financials,Commercial REITs - NEC,S&P/TSX
The Caisse de dépôt et placement du Québec,34935200,19.9,SNC-LAVALIN-GROUP-INC,1,Industrials,Construction & Engineering - NEC,S&P/TSX
"RBC Global Asset Management, Inc.",29151903,16.6,SNC-LAVALIN-GROUP-INC,2,Industrials,Construction & Engineering - NEC,S&P/TSX
"Jarislowsky, Fraser Ltd.",18970640,10.8,SNC-LAVALIN-GROUP-INC,3,Industrials,Construction & Engineering - NEC,S&P/TSX
Fidelity (Canada) Asset Management ULC,7509402,4.28,SNC-LAVALIN-GROUP-INC,4,Industrials,Construction & Engineering - NEC,S&P/TSX
"The Vanguard Group, Inc.",5654811,3.22,SNC-LAVALIN-GROUP-INC,5,Industrials,Construction & Engineering - NEC,S&P/TSX
Mackenzie Financial Corp.,5061936,2.88,SNC-LAVALIN-GROUP-INC,6,Industrials,Construction & Engineering - NEC,S&P/TSX
"CI Investments, Inc.",3983585,2.27,SNC-LAVALIN-GROUP-INC,7,Industrials,Construction & Engineering - NEC,S&P/TSX
Canada Pension Plan Investment Board,3701000,2.11,SNC-LAVALIN-GROUP-INC,8,Industrials,Construction & Engineering - NEC,S&P/TSX
1832 Asset Management LP,3560541,2.03,SNC-LAVALIN-GROUP-INC,9,Industrials,Construction & Engineering - NEC,S&P/TSX
Fidelity Management & Research Co.,2902321,1.65,SNC-LAVALIN-GROUP-INC,10,Industrials,Construction & Engineering - NEC,S&P/TSX
Kyrgyzaltyn OJSC,77401766,26.3,CENTERRA-GOLD-INC,1,Basic Materials,Gold Mining,S&P/TSX
Van Eck Associates Corp.,29129041,9.91,CENTERRA-GOLD-INC,2,Basic Materials,Gold Mining,S&P/TSX
BlackRock Investment Management (UK) Ltd.,21315566,7.25,CENTERRA-GOLD-INC,3,Basic Materials,Gold Mining,S&P/TSX
Dimensional Fund Advisors LP,11659971,3.97,CENTERRA-GOLD-INC,4,Basic Materials,Gold Mining,S&P/TSX
Ruffer LLP,10574350,3.6,CENTERRA-GOLD-INC,5,Basic Materials,Gold Mining,S&P/TSX
Kopernik Global Investors LLC,9683352,3.3,CENTERRA-GOLD-INC,6,Basic Materials,Gold Mining,S&P/TSX
"The Vanguard Group, Inc.",6368650,2.17,CENTERRA-GOLD-INC,7,Basic Materials,Gold Mining,S&P/TSX
"Franklin Advisers, Inc.",4873856,1.66,CENTERRA-GOLD-INC,8,Basic Materials,Gold Mining,S&P/TSX
Bankinter Gestión de Activos SA SGIIC,3790560,1.29,CENTERRA-GOLD-INC,9,Basic Materials,Gold Mining,S&P/TSX
Fidelity Management & Research Co.,3000000,1.02,CENTERRA-GOLD-INC,10,Basic Materials,Gold Mining,S&P/TSX
Electrum Strategic Resources LP,84569479,25.7,NOVAGOLD-RESOURCES-INC,1,Basic Materials,Gold Mining,S&P/TSX
"Paulson & Co., Inc.",25226396,7.68,NOVAGOLD-RESOURCES-INC,2,Basic Materials,Gold Mining,S&P/TSX
Fidelity Management & Research Co.,24611351,7.49,NOVAGOLD-RESOURCES-INC,3,Basic Materials,Gold Mining,S&P/TSX
Vinik Asset Management LP,17966156,5.47,NOVAGOLD-RESOURCES-INC,4,Basic Materials,Gold Mining,S&P/TSX
The Baupost Group LLC,13467145,4.1,NOVAGOLD-RESOURCES-INC,5,Basic Materials,Gold Mining,S&P/TSX
NWQ Investment Management Co. LLC,13115749,3.99,NOVAGOLD-RESOURCES-INC,6,Basic Materials,Gold Mining,S&P/TSX
Van Eck Associates Corp.,12362321,3.76,NOVAGOLD-RESOURCES-INC,7,Basic Materials,Gold Mining,S&P/TSX
Tocqueville Asset Management LP,7445859,2.27,NOVAGOLD-RESOURCES-INC,8,Basic Materials,Gold Mining,S&P/TSX
"The Vanguard Group, Inc.",7260751,2.21,NOVAGOLD-RESOURCES-INC,9,Basic Materials,Gold Mining,S&P/TSX
"Sprott Asset Management USA, Inc.",6826159,2.08,NOVAGOLD-RESOURCES-INC,10,Basic Materials,Gold Mining,S&P/TSX
"CI Investments, Inc.",8518960,9.78,TFI-INTERNATIONAL-INC,1,Industrials,Freight Trucking,S&P/TSX
Alain Bédard,4149818,4.76,TFI-INTERNATIONAL-INC,2,Industrials,Freight Trucking,S&P/TSX
"Turtle Creek Asset Management, Inc.",3713339,4.26,TFI-INTERNATIONAL-INC,3,Industrials,Freight Trucking,S&P/TSX
Fidelity Management & Research Co.,2648134,3.04,TFI-INTERNATIONAL-INC,4,Industrials,Freight Trucking,S&P/TSX
"The Vanguard Group, Inc.",2268638,2.6,TFI-INTERNATIONAL-INC,5,Industrials,Freight Trucking,S&P/TSX
"Connor, Clark & Lunn Investment Management Ltd.",2000240,2.3,TFI-INTERNATIONAL-INC,6,Industrials,Freight Trucking,S&P/TSX
Dimensional Fund Advisors LP,1805046,2.07,TFI-INTERNATIONAL-INC,7,Industrials,Freight Trucking,S&P/TSX
Norges Bank Investment Management,1465781,1.68,TFI-INTERNATIONAL-INC,8,Industrials,Freight Trucking,S&P/TSX
"RBC Dominion Securities, Inc. (Investment Management)",1313587,1.51,TFI-INTERNATIONAL-INC,9,Industrials,Freight Trucking,S&P/TSX
"BMO Asset Management, Inc.",1242970,1.43,TFI-INTERNATIONAL-INC,10,Industrials,Freight Trucking,S&P/TSX
TransAlta Corporation,160398217,60.3,TRANSALTA-RENEWABLES-INC,1,Utilities,Renewable Utilities,S&P/TSX
"RBC Global Asset Management, Inc.",7268844,2.73,TRANSALTA-RENEWABLES-INC,2,Utilities,Renewable Utilities,S&P/TSX
"BMO Asset Management, Inc.",3346362,1.26,TRANSALTA-RENEWABLES-INC,3,Utilities,Renewable Utilities,S&P/TSX
"The Vanguard Group, Inc.",2972438,1.12,TRANSALTA-RENEWABLES-INC,4,Utilities,Renewable Utilities,S&P/TSX
Norges Bank Investment Management,1890613,0.71,TRANSALTA-RENEWABLES-INC,5,Utilities,Renewable Utilities,S&P/TSX
"TD Asset Management, Inc.",1629364,0.61,TRANSALTA-RENEWABLES-INC,6,Utilities,Renewable Utilities,S&P/TSX
Dimensional Fund Advisors LP,1592819,0.6,TRANSALTA-RENEWABLES-INC,7,Utilities,Renewable Utilities,S&P/TSX
BlackRock Investment Management LLC,1386629,0.52,TRANSALTA-RENEWABLES-INC,8,Utilities,Renewable Utilities,S&P/TSX
"Accrued Equities, Inc.",900000,0.34,TRANSALTA-RENEWABLES-INC,9,Utilities,Renewable Utilities,S&P/TSX
Invesco Capital Management LLC,822788,0.31,TRANSALTA-RENEWABLES-INC,10,Utilities,Renewable Utilities,S&P/TSX
Mackenzie Cundill Investment Management Ltd.,3867400,7.15,GRANITE-REAL-ESTATE-INVES,1,Financials,Industrial REITs,S&P/TSX
"Connor, Clark & Lunn Investment Management Ltd.",3414437,6.32,GRANITE-REAL-ESTATE-INVES,2,Financials,Industrial REITs,S&P/TSX
"Greenlight Capital, Inc.",3399762,6.29,GRANITE-REAL-ESTATE-INVES,3,Financials,Industrial REITs,S&P/TSX
"CIBC Asset Management, Inc.",3263737,6.04,GRANITE-REAL-ESTATE-INVES,4,Financials,Industrial REITs,S&P/TSX
"BMO Asset Management, Inc.",2425465,4.49,GRANITE-REAL-ESTATE-INVES,5,Financials,Industrial REITs,S&P/TSX
Royal Bank of Canada,2072975,3.84,GRANITE-REAL-ESTATE-INVES,6,Financials,Industrial REITs,S&P/TSX
